start,end,text,speaker,trial,role,echo,description,on_topic
0,1280,Camera.,M,,,,,
1280,2120,Hi.,M,,,,,
2120,3440,Great.,M,,,,,
3440,4280,All right.,M,,,,,
5400,7680,"All right, you're about to finish setting up",M,,,,,
7680,8560,and we have good to go.,M,,,,,
10840,12040,What do you do with this?,M,,,,,
12040,14360,We'll show you in just a minute.,M,,,,,
14360,16400,"[id12], were you painting today?",M,,,,,
16400,17800,Were you coming with markers?,M,,,,,
20560,23040,"All right, so now we can show you.",M,,,,,
23040,25880,So today we're gonna play a super duper fun,M,,,,,
25880,27280,of a matching game.,M,,,,,
27280,28640,"Let us show you how, oops,",M,,,,,
28640,29840,is [id11]'s messing up?,M,,,,,
29840,30680,"Oh, no.",I,,,,,
30680,31960,"Okay, great.",M,,,,,
32840,34840,We're gonna play a super duper fun matching game.,M,,,,,
34840,36440,Let us show you how it works.,M,,,,,
36440,41440,"Now this, my friends, is going to be Smurphy, okay?",I,,,,,
41720,44760,And Smurphy is a very mysterious little creature.,I,,,,,
44760,47040,What does he look like to you?,I,,,,,
47040,47880,Wolf.,id11,,,,,
47880,48720,A wolf.,I,,,,,
48720,50760,What does he look like to you?,I,,,,,
50760,51600,A bear.,id12,,,,,
51600,52440,A bear.,I,,,,,
52440,53880,"Okay, so now we have Smurphy,",I,,,,,
53880,56760,"who's kind of half wolf, half bear.",I,,,,,
56760,60160,"And he really, really wants to play this matching game today.",I,,,,,
60160,62080,"Okay, will you help him?",I,,,,,
62080,63320,"Yeah, okay.",I,,,,,
63320,65480,"So, you may ask, right?",I,,,,,
65480,67640,How are we going to help Smurphy?,I,,,,,
67640,69360,"Now, with this matching game,",I,,,,,
69360,74440,"you guys will see two pictures on your screen, okay?",I,,,,,
74440,77960,And you will be in charge of helping Smurphy guess,I,,,,,
77960,82560,"which picture is in the black box, okay?",I,,,,,
82560,84840,"So if you don't have Smurphy,",I,,,,,
84840,88960,you will be in charge of telling Smurphy and your friend,I,,,,,
88960,91200,what you see in the black box.,I,,,,,
91200,93840,"Yeah, if you do have Smurphy though,",I,,,,,
93840,96760,"you will help Smurphy guess, okay?",I,,,,,
96760,98680,"Okay, I don't really understand.",id11,,,,,
98680,99520,We'll show you.,M,,,,,
99520,101240,"We'll show you how it works, okay?",M,,,,,
101240,103440,"So, what's gonna happen though?",M,,,,,
103440,107240,"So, you both are gonna have two pictures on your screen.",M,,,,,
107240,109320,One of you at the time is gonna have a black box,M,,,,,
109320,110880,around one of those pictures.,M,,,,,
110880,114760,"So, if our friend [id12] has the picture with the black box,",M,,,,,
114760,115960,you'll have Smurphy.,M,,,,,
115960,118640,And [id12] will tell you what's in the black box,M,,,,,
118640,120880,so you can help Smurphy guess.,M,,,,,
120880,123680,"And we'll show you in just a minute, just double check, okay?",M,,,,,
123680,125480,"So, when you're ready to make your guess,",M,,,,,
125480,128080,"you're gonna just touch on it on the screen, tap on the screen,",M,,,,,
128080,129880,and then you're gonna see a picture.,M,,,,,
129880,132240,"If you see the smiley face, it was a match.",M,,,,,
132240,134320,"Great job, you helped Smurphy.",M,,,,,
134320,137600,"If you see the sad face, that means it wasn't a match.",M,,,,,
137600,140320,"But it's okay, you guys can help Smurphy next time.",M,,,,,
140320,142240,Do you guys have any questions?,M,,,,,
142240,144720,"Well, I don't understand about the matching.",id11,,,,,
144720,146480,"Okay, we'll show you with the next one",M,,,,,
146480,147320,so that we can make it.,M,,,,,
147320,148520,And you can put out any other questions,M,,,,,
148520,149920,"afterwards, just let us know, okay?",M,,,,,
149920,150760,Yeah.,M,,,,,
150760,152080,"Okay, does that sound good, [id12]?",M,,,,,
152080,153400,"All right, let's try it out.",M,,,,,
153400,155360,Go ahead and touch the blue button.,M,0,,,,
156440,158040,You wanna touch the blue button?,M,,,,,
158040,159080,What?,M,,,,,
159080,160120,"Okay, look.",M,,,,,
160120,161840,"So, it looks like you.",M,,,,,
161840,165680,"So, it looks like you have a picture in a black box, right?",M,,,,,
165680,168360,So now [id12] is gonna hold Smurphy.,M,,,,,
168360,169480,So now let's see.,M,,,,,
169480,171360,What does it look like to you?,M,,,,,
171360,172200,Apple.,id11,,S,,apple,Y
172200,175040,"Apple, so now [id12]'s gonna guess.",I,,,Y,,
175040,176840,Which one looks like an apple?,I,,,,,
176840,178000,Apple.,id12,,L,,,Y
178000,180280,Go ahead and touch which one you think.,M,,,,,
180280,181120,What?,id12,,L,,,
181120,182680,Which one do you think is an apple?,M,,,,,
184240,186440,I think it's like a red apple.,id12,,L,,,Y
186440,188280,"I don't know, but which one of these two do you think?",M,,,,,
188280,190280,Do you think it's this one or this one?,M,,,,,
190280,191120,This one.,id12,,L,,,Y
191120,191960,"Okay, touch it.",M,,,,,
193320,194680,"Great job, that was a match.",M,,,,,
194680,195520,Great job.,M,1,,,,
195520,196360,"This one, please.",M,,,,,
196360,199000,"Now, Smurphy's gonna come over here to [id11].",M,,,,,
199000,200640,"And now we're going to guess, okay?",M,,,,,
200640,201680,"So, [id12].",I,,,,,
201680,204400,Tell her what's in the black box.,I,,,,,
204400,205400,A banana.,id12,,S,,a banana,Y
205400,206240,A banana.,I,,,Y,,
209760,211600,Let's tap again,I,,,,,
211600,212440,Great.,I,2,,,,
212440,213920,Does the matching make sense?,M,,,,,
213920,214760,Yeah.,id11,,S,,,
214760,215600,Great.,I,,,,,
215600,216440,Yeah.,M,,,,,
216440,217280,Great.,M,,,,,
217280,218120,So now we're gonna move Smurphy back.,M,,,,,
218120,220320,"Look, it's so hard.",id12,,L,,,
220320,221160,We know.,M,,,,,
221160,222280,"These pictures look kind of silly,",M,,,,,
222280,224720,but you're still gonna tell [id12] whatever you see.,M,,,,,
224720,225560,Okay?,M,,,,,
225560,226400,"Whatever you see, okay?",M,,,,,
226400,229080,What it kind of looks like in a black box.,M,,,,,
229080,231880,"In a black box, it looks like,",M,,,,,
232880,237680,it looks like it's a superhero with ears,id11,,S,,a superhero with ears,Y
237680,240680,coming out of its legs with a diamond crown.,id11,,S,,coming out of its legs with a diamond crown,Y
240680,241520,Wow.,I,,,,,
241520,242360,Whoa.,I,,,,,
243240,245600,So it looks like a superhero with legs,I,,,Y,,
245600,247240,coming out of its ears.,I,,,Y,,
247240,248080,No.,I,,,,,
248080,250840,Legs coming out of its head with a diamond crown.,id11,,S,,,Y
250840,252480,A diamond crown.,I,,,Y,,
252480,254600,So what do you think looks like that to you?,I,,,,,
254600,255600,What's this one?,id12,,L,,,Y
255600,260600,So she has one of these two pictures in the black box.,M,,,,,
260880,263400,And she's just trying to tell you about it.,M,,,,,
263400,265880,Do you wanna give her what you think it is one more time?,M,,,,,
265880,266720,Okay.,id11,,S,,,Y
266720,269040,I think it's a superhero with his legs,id11,,S,,,Y
269040,271400,with its head coming out of its legs,id11,,S,,,Y
271400,272800,with a diamond crown.,id11,,S,,,Y
272800,275760,"Oh, so which one of these two sounds like that to you?",M,,,,,
276960,280400,"Mom, let's look at the diamond body with a head.",id12,,L,,,Y
280400,282880,"Oh, is that your guess?",M,,,,,
282880,285800,"All right, go ahead and touch it.",M,,,,,
285800,287040,That's okay.,M,3,,,,
287040,289280,So that's what happened when it's not a match.,M,,,,,
289280,290880,But you can help next time.,M,,,,,
290880,291720,That's what she picked.,M,,,,,
291720,293440,"All right, so we're gonna go get it.",M,,,,,
295320,298680,"All right, now we're gonna tell her what's in this box.",M,,,,,
298680,300720,What does it kind of look like to you?,M,,,,,
300720,303960,A boat with a square on top,id12,,S,,a boat with a square on top,Y
306480,308480,"Whoa, good job.",M,4,,,,
308480,310080,I see Luna.,id11,,S,,,
310080,310920,There you go.,I,,,,,
310920,312480,I see.,I,,,,,
312480,316160,"Okay, it looks like a cooker with a diamond.",id11,,S,,a cooker with a diamond,Y
316160,321160,It looks like a cooker holding a bowl of food.,id11,,S,,holding a bowl of food,Y
322200,323920,That kind of looks like a coffee filter,id11,,S,,like a coffee filter,Y
323920,325760,with a diamond shaped head.,id11,,S,,with a diamond shaped head,Y
325760,327080,Whoa.,I,,,,,
327080,328440,So it looks like a cooker,I,,,,,
