start,end,text,speaker,trial,role,echo,description,on_topic
0,1080,"Right there, okay.",I,,,,,
1080,2920,"Are you ready, my friends?",I,,,,,
2920,7920,"Okay, so today, we will play a super fun matching game.",I,,,,,
7920,10000,"Let me show you how it works, okay.",I,,,,,
10000,13520,"So this is Mr. Smurfy, let's say hi to Smurfy.",I,,,,,
14400,17000,"Hi, [id38], hi, [id37].",I,,,,,
17000,20920,"So today, Smurfy really wants to play this matching game,",I,,,,,
20920,24360,"specifically, he wants to guess.",I,,,,,
24360,29160,"So in front of your screens, you will see two pictures,",I,,,,,
29160,32280,but only one of you friends will see one picture,I,,,,,
32280,37280,"in a black box, and Smurfy really wants to guess",I,,,,,
37320,39480,"that picture in the black box, okay.",I,,,,,
40520,44360,"So if you have Smurfy, [id38], you will guess",I,,,,,
44360,47600,"the picture in the black box, but [id37],",I,,,,,
47600,51680,"if you don't have Smurfy, then you will tell [id38]",I,,,,,
51680,54120,"what you see in the black box, okay.",I,,,,,
55080,57800,"And to make a guess, we will just tap on the screen once,",I,,,,,
57800,60120,"and that's how you start, okay.",I,,,,,
60120,63760,"Once you tap on the screen, you will see a picture.",I,,,,,
63760,64960,This?,id38,,,,,
64960,66240,"Yeah, not now, okay.",I,,,,,
66240,69680,"If you see a smiley face, that means great.",I,,,,,
69680,73640,"It was a match, but if you see a sad face,",I,,,,,
73640,76000,"it wasn't a match, but it's okay.",I,,,,,
76000,77800,You can try again next time.,I,,,,,
77800,79920,"Does that make sense to you, my friends?",I,,,,,
79920,82120,"Yeah, does that make sense to you, [id37]?",I,,,,,
82120,86760,I have a stuffy is a unicorn,id37,,,,,
86760,91560,"in a, in a, by-a-new, meow-meow-in-sheet-new.",id37,,,,,
91560,92720,Really?,I,,,,,
92720,93920,That is really cool.,I,,,,,
93920,96160,"Well, let's try to see how it works, okay.",I,,,,,
96160,99480,"So to begin, we will both press on the blue button.",I,0,,,,
99480,101080,Let's press on the blue button.,I,,,,,
102280,103240,Let's try again.,I,,,,,
104440,106200,"Okay, okay, okay.",I,,,,,
106200,109640,"So you will hold on to Smurfy, and [id37],",I,,,,,
109640,112880,what do we see in the black box?,I,,,,,
112880,114200,A bird.,id37,,S,,a bird,Y
114200,115800,"Do you see a bird, [id38]?",I,,,Y,,
116920,118120,Do you see a bird?,I,,,Y,,
118120,119040,Let's press it.,I,,,,,
120520,121640,I'm going to press it.,id37,,S,,,
