start	end	text	speaker	trial	role	echo	description	on_topic
0	1720	Okay, record recording now.	R					
1720	4080	Okay, just wait for one second, okay?	R					
4080	7440	So today, we're gonna play a really, really fun	R					
7440	9400	matching game, okay?	R					
9400	11360	But before we do that,	R					
11360	14160	we're gonna practice popping bubbles on your screens, okay?	R					
14160	16160	So I see that you already pressed the blue button,	R					
16160	17520	so let's see if you pressed your button.	R					
17520	18360	Good job.	R					
18360	21200	Okay, so can you press the buttons to see if they pop?	R					
21200	22040	Good job.	R					
23600	24440	Huh?	id59					
24440	26920	Keep pressing, good job, keep pressing.	R					
26920	27760	Nice.	R					
30040	30880	Huh?	id59					
30880	33360	Oh, good job, [id60], you finished it.	R					
33360	34200	I can't pop!	id59					
34200	36600	Come on, oh, keep popping.	R					
36600	37920	Nice.	R					
37920	40080	Here, you get to take that finger off, good job.	R					
40080	41840	Keep popping up.	R					
41840	44360	What's going on?	id59					
44360	45720	There you go.	R					
45720	47400	What's going on?	id59					
47400	49440	You're gonna just wait one second, [id60].	R					
50720	52040	Huh?	id59					
52040	53880	What's going on with mine?	id59					
53880	56880	Keep popping here, just sit down and keep popping up.	R					
56880	58960	Okay, there you go, good job.	R					
58960	60920	Now you have just a couple more to pop.	R					
60920	62800	You're gonna wait one second, [id60].	R					
62800	64040	Good job, don't press that button yet,	R					
64040	65200	but just wait, good job.	R					
67360	68200	Press it.	id60					
68200	71360	You're pressed really soft, like, there you go.	R					
71360	73080	I already pressed it.	id60					
73080	74520	Good job, [id60].	R					
75640	76600	Did really well.	R					
78440	79280	Ah!	id59					
79280	81000	Good job!	R					
81000	84040	Okay, great job popping the bubbles, both of you.	R					
84040	88080	Okay, now I'm going to explain our matching game.	R					
88120	91120	In the matching game, we're gonna help our friend.	R					
91120	92440	His name is Smurfy.	R					
92440	93880	Do you want to say hi to Smurfy?	R					
		Hi [id59]	R					
93880	94720	Hi Smurfy	id59					
94720	96040	Hi, [id60]!	R					
97720	99240	All right, this is Smurfy.	R					
99240	100080	Okay.	R					
100080	101800	He doesn't like it.	id59					
101800	106800	So on your screens, soon you guys are gonna see two pictures.	R					
106880	109960	One of the pictures is gonna have a black box around it	R					
109960	111220	for one of you.	R					
111220	114120	If you have the black box, that means you're going to help	R					
114120	117760	Smurfy guess which picture has the black box around it.	R					
117760	120600	If you have the black box, you are the teller,	R					
120600	123160	and you're going to tell Smurfy what you see.	R					
123160	125320	Oh, don't start yet, okay?	R					
125320	127160	So you see the black box, we will get to that.	R					
127160	129160	And if you're holding Smurfy,	R					
129160	130720	then you're gonna be the guesser.	R					
130720	133360	So you're gonna help Smurfy guess which box,	R					
133360	136240	which picture has the black box around it, okay?	R					
136240	137920	So let's review, because we're gonna keep switching	R					
137920	140840	back and forth who's the teller and who's the guesser.	R					
140840	144240	So if you see a black box, yeah, we'll get to that.	R					
144240	146640	If you see the black box, what are you gonna do?	R					
148240	152640	We're gonna, we're gonna tell Smurfy what we see, right?	R					
152640	155240	And if we're holding Smurfy, what are we gonna do?	R					
157120	159720	We're gonna guess which one has the black box around it,	R					
159720	160560	okay?	R					
160560	165040	So you guys both press start, we see who has the black box.	R	0				
165040	169200	I don't see any stars	id60		L			
		same button here.	id59		S			
169200	172480	So [id59] is going to be the teller.	R					
172480	174400	So you're gonna help Smurfy what you see,	R					
174400	175880	and [id60], that means you're the guesser,	R					
175880	178800	so you're gonna hold Smurfy, okay?	R					
178800	179640	All right, [id59].	R					
179640	183400	So tell, here you're gonna hold Smurfy, you'll help Smurfy.	R					
183400	187160	[id59], do you wanna explain to [id60] what you see?	R					
187160	189440	Which one has the black box?	R					
189440	191880	I see the apple.	id59		S		the apple	Y
191880	192720	The apple, okay.	R			Y		
192720	193560	I would, yay!	R					
195760	197000	Okay, nice.	R					
		What’s that?	id59		S			
197000	201320	If you guys get it right, you're gonna see a smiley face,	R					
201320	203280	and if you get it wrong, you'll see a frowny face,	R					
203280	204120	but that's okay.	R	1				
204120	205600	I'm the teller.	id60		S			
205640	206960	You're the teller, okay.	R					
