start	end	text	speaker	trial	role	echo	description	backchannel
0	1840	we played the game later.	R					
1840	4200	Okay, and now it started.	R					
4200	5500	Alrighty.	R					
5500	9360	Okay, so today we're gonna play a fun little matching game,	R					
9360	10720	but before we do that,	R					
10720	12880	we're gonna practice using the iPads.	R					
12880	15080	So if you guys could both click the blue button	R					
15080	17200	on your iPad, you guys started.	R					
17200	18880	I'm gonna click the blue button.	R					
18880	20680	And then, oh, let's say see it.	R					
21600	23040	And then so now can you guys click the screen	R					
23040	24160	to pop all the bubbles?	R					
27080	28080	Yeah, just like that.	R					
29080	31000	Okay, and just do a quick little tap.	R					
32000	32840	Yep, just like that.	R					
32840	33680	I did it.	id191					
36160	37200	And keep popping all the bubbles	R					
37200	39000	until there's no more bubbles left.	R					
41160	42000	No.	id191					
43240	45160	There's no more bubbles.	id192					
45160	46320	There's more bubbles now.	R					
48480	49680	Yeah, you're doing great.	R					
49680	51800	So you don't have to click so hard.	R					
51800	52840	You can do soft clicks.	R					
52840	53680	Soft clicks.	R					
53680	55000	No.	id191					
55000	55840	I look.	id191					
58520	59840	Awesome, okay.	R					
59840	60680	So now you're both done.	R					
60680	62960	So make sure you keep it facing you for now.	R					
62960	63800	Okay.	R					
63800	64640	There's a picture of this.	id192					
64640	65480	Yeah, there's a picture of this.	R					
65480	67760	So in this game, we're gonna be helping Smurphy.	R					
67760	68920	Do you wanna say, hi Smurphy?	R					
68920	70920	Hi Smurfy!	id191					
70920	74400	So yeah, your goal is to help Smurphy guess	R					
74400	77040	between two shapes that you're gonna see on your iPads.	R					
77040	80760	So on your screen, you're gonna see two pictures.	R					
80760	84160	And if you see the black box on your screen,	R					
84160	86360	you're gonna be the teller.	R					
86360	88480	So if you're the teller,	R					
89440	91280	then you are gonna tell Smurphy,	R					
91280	92840	oh, don't click the button just yet.	R					
92840	95120	Wait until I'm done saying the instructions, okay.	R					
95120	98280	So if you see the black box, you're gonna be the teller,	R					
98280	101640	and you're gonna tell Smurphy what you see in the black box.	R					
101640	104160	And then if you're the one holding Smurphy,	R					
104160	105520	then you're gonna be the guesser.	R					
105520	107440	And you're gonna help Smurphy guess	R					
107440	109680	what picture is in the black box.	R					
109680	114120	So then when you think you know the right answer,	R					
114120	117800	then you're gonna click the one that you think it is.	R					
117800	119960	And if you get it right, you're gonna see a smily face.	R					
119960	121920	And if you get it wrong, you'll see a frowny face.	R					
121920	123880	But that's okay, because we'll have a lot more chances	R					
123880	125440	to help Smurphy.	R					
125440	129640	So if we see the black box, what are we gonna do?	R					
136080	137440	So if we see the black box,	R					
137440	140440	we're gonna tell Smurphy what we see in it, okay.	R					
140440	142080	And then if you're the one holding Smurphy,	R					
142080	143320	what are you gonna do?	R					
		guess.	id192					
143880	145720	Yeah, you're gonna help Smurphy guess.	R					
145720	147800	All right, I think you guys are ready to play.	R					
147800	150600	So now you guys can both click the blue button	R					
150600	151440	to get started.	R					
154040	156000	All right, so who has the black box?	R	1				
156960	159040	Awesome, okay, so that means you're gonna help Smurphy	R					
159040	160560	and you're gonna guess.	R					
160560	165120	So now, [id191], could you tell [id192] what you see	R					
165120	166200	in the black box?	R					
168480	171000	Yeah, so just use your words and tell [id192].	R					
174200	175360	Like on your screen.	R					
175360	177440	So you don't click anything, you just tell [id192],	R					
177440	178400	using your words.	R					
191280	194280	Press, no, not, not, I cannot, and stop.	id191		S			
203800	204640	Not.	id191		S			
204640	206240	Okay, so wait until you,	R					
208400	212280	[id191], could you use your words to tell [id192]	R					
212280	213840	what you see inside the black box?	R					
213840	216520	Well, I see it in the black box, [id192].	id191		S			
216520	218080	Or what do you see in the black box?	R					
218080	220280	Could you tell [id192] what you see right there?	R					
221840	226840	Where, here, there, here, here, now.	id191		S			
228480	230240	Like what do you see right there?	R					
		banana	id191		S		banana	
231080	236080	Okay, so that [id192], perfect, and now we're gonna switch.	R	2				
237360	240200	So now [id192], you're gonna tell [id191]	R					
240200	242080	what you see inside the black box,	R					
242080	243080	and you're gonna guess.	R					
243080	245000	So wait until you hear what [id192] says.	R					
		the dog	id192		S		a dog	
247400	250120	Okay, so now, when you have a guess,	R					
250120	253080	then you can click which one you think it is.	R					
		a bird	id191		L		a bird	
253080	255640	Oh, no, okay, so in this game,	R	3				
255640	258840	we're gonna listen to what the teller is telling,	R					
258840	262440	and then you guess based on what they tell you, okay?	R					
262440	263840	Okay, so now we're gonna switch back,	R					
263840	265320	and you're gonna be the teller,	R					
265320	267160	and you're gonna be the guesser.	R					
267160	270840	So, [id191], could you tell [id192] what you see inside the box?	R					
270840	272440	What do you see in the box?	R					
273520	275680	Yeah, well, what do you see in the box right now?	id191		S			
275680	280680	A star, a star	id191		S		a star	
283560	285880	Nice, okay, you're doing great.	R	4				
285880	287680	Okay, so now you're gonna be the guesser,	R					
287680	289480	and you're gonna be the teller.	R					
289480	291920	So, [id192], could you tell [id191]	R					
291920	294000	which one you see inside the black box?	R					
294000	298840	It's a upside down boat, yeah.	id192		S		an upside down boat	
298840	301160	Okay, so now, [id191], when you have a guess,	R					
301160	303400	do you wanna click the button you think it is?	R					
303400	304240	Yeah.	R					
308400	310080	Yep, just click it.	R					
310080	310920	Yay!	R	5				
310920	313280	Yay, awesome, you're gonna be doing great,	R					
313280	314640	and now you're gonna be the guesser,	R					
314640	315920	and you're gonna be the teller.	R					
316840	321000	So now, [id191], could you tell [id192]	R					
321000	322400	what you see inside the box?	R					
322400	327400	Mm-hmm, well, [id192], what did you see in the box?	id191		S			
329840	331320	Or no, what do you see in the box?	R					
331320	332160	Mm-hmm.	R					
335360	337120	So, wait, right now you're gonna be the teller,	R					
337120	338280	so you're just gonna tell [id192]	R					
338280	340520	what you see right there?	R					
340520	341640	No.	id191		S			
341640	342800	No?	R					
342800	345600	Well, this is how we play the game.	R					
346280	347120	Yeah.	id191		S			
347120	349080	So, can you help [id192] and Smurfy out	R					
349080	351200	by telling them what you see in there?	R					
		what do you see in there?	id191		S			
353360	356560	No, like, what do you see right there?	R					
356560	361560	No, no, like, can you tell [id192] what is in there?	R					
364400	366000	What's in the black box?	R					
366320	367160	On the shape.	id191		S			
368720	369560	Yeah.	R					
371040	372600	I guess not.	id191		S			
373640	378560	Not this, not two bars,	id191		S		not two bars	
378560	383560	then me and Thomas Percy to not to go in the road,	id191		S		then me and Thomas Percy to not to go in the road,	
385480	390480	then Percy, Thomas will go in the track.	id191		S		then Percy, Thomas will go in the track.	
393360	395840	Nice, okay, and now we're gonna switch back.	R	6				
396120	398280	So, now you're gonna be the guesser,	R					
398280	399880	here you go, and you're gonna be the teller.	R					
399880	401360	So, can you tell Tejas what you see	R					
401360	402520	inside the black box?	R					
403720	406360	What this one looks like?	id192		S			
406360	407880	Yeah, so could you use your words	R					
407880	409160	to try to tell Tejas it's perfect?	R					
409160	410000	Like tracks	id192		S		tracks	
410000	413000	Oh, oh, so make sure we're waiting until we hear	R	7				
413000	414440	what [id192] has to say, okay,	R					
414440	416240	whenever he's the teller, right?	R					
416240	417080	Okay.	R					
417080	418520	Okay, now we're gonna switch back,	R					
418520	420000	and you're gonna be the guesser,	R					
420000	421760	and you're gonna be the teller.	R					
421760	424520	So, now can you tell [id192] what you see inside, there?	R					
427000	431520	Okay, where can it be?	id191		S			
431520	435240	This mark is for large to you.	id191		S		this mark is for large to you	
440480	442440	Oh, that's okay though,	R	8				
442440	444440	we'll have more chances to help Murphy,	R					
444440	446680	and now you get Murphy, and you're the guesser,	R					
446680	448760	and you're the teller, and so now make sure you wait	R					
448760	450240	until you hear what [id192] has to say	R					
450240	451640	before you top an answer, okay?	R					
451640	453880	It's like a sausage.	id192		S		a sausage	
453880	455360	Yeah.	id191		L			
455360	459120	Okay, so Tejas, when you have a guess,	R					
459120	460960	you wanna click the screen.	R					
460960	461800	No.	id191		L			
464280	468800	It is large enough to help,	id191		L		It is large enough to help,	x
468800	473280	and yes, to walk, and yes, to slay.	id191		L		and yes, to walk, and yes, to slay.	x
473280	475120	Well, let's listen to this.	R					
475120	478720	it’s like this	id192		S			
478720	481000	Oh, let's use our words to try to say	R					
481000	482320	instead of using our hands.	R					
483280	488280	It's like, so, so, so, and it has a,	id192		S		so so so and it has a	
491760	496360	it has a, yeah, it has a diamond	id192		S		diamond	
496360	500520	on the very, very beginning, yeah.	id192		S		on the very very beginning	
500520	502880	Okay, so Tejas, when you have your guess,	R					
502880	505040	do you wanna top the screen?	R					
505040	506480	This one.	id191		L			
506480	507880	So right now you're guessing,	R					
507880	508720	so since you're guessing,	R					
508720	510400	then you're just gonna top the screen, okay?	R					
510400	515400	This one, or will it lead to large to you?	id191		L			
518640	520480	Well, Tejas, right now you're guessing,	R					
520480	522680	so you're just listening to what [id192] says,	R					
522680	524560	and then you're gonna click the screen, okay?	R					
524560	525520	So could you click the screen?	R					
525520	527720	And which one do you think it is?	R					
527720	529560	A tray.	id191		L			
529560	531400	No, you're gonna click the screen, so touch it.	R					
531400	534280	Touch which one do you think it is, on here.	R					
534280	535120	On your screen.	R					
536120	540160	Can you tap it again for a try again?	R					
541440	544120	I don't like try again on the picture that you think it is.	R					
544120	546000	Yay, awesome.	R	9				
546000	548240	Okay, and now we're gonna switch back,	R					
548240	549840	and now you're gonna be the guesser,	R					
549840	551720	and you're gonna be the teller.	R					
551720	552680	Yeah.	id191		S			
552680	553520	Yeah.	R					
558240	561000	So Tejas, could you say what you see inside the black box?	R					
561000	562240	Yeah.	id191		S			
562240	563080	Yeah.	id191		S			
564080	565400	Like this?	id191		S			
565400	566240	Mm-hmm.	R					
570800	572560	Where?	id191		S			
572560	575000	Right there, so what do you see inside the black box,	R					
575000	577240	and could you tell [id192] what you see?	R					
577240	578200	Yeah.	id191		S			
578200	579040	Okay.	R					
580840	585840	This part does not help to help,	id191		S		This part does not help to help,	
585880	589600	and not this you,	id191		S		and not this you,	
589600	594600	it does not help the Thomas in large inner track.	id191		S		it does not help the Thomas in large inner track.	
598960	600200	Oh.	R	10				
600200	602160	Okay, well it was the other one, but that's okay.	R					
602160	603320	We'll have more chances.	R					
603320	604720	So now you're gonna be the guesser,	R					
604720	606040	and you're gonna be the teller.	R					
606040	608360	So [id192], could you help Tejas and say	R					
608360	609880	what you see inside the box?	R					
609880	611840	It was the same thing.	id192		S			
611840	614680	Yeah, so can you try to use your words	R					
614680	616520	to tell Tejas what it is?	R					
616520	617360	To help them guess.	R					
617360	619280	So it's like a sausage.	id192		S		a sausage	
620360	621280	Yeah.	id191		L			
621280	622120	Okay.	R					
623720	624840	So Tejas, when you have an answer,	R					
624840	626120	do you wanna click the screen?	R					
626120	626960	Yeah.	id191		L			
627960	628800	It is?	id191		L			
628800	629640	Yeah, just click the screen	R					
629640	632240	when you think you know which one it is.	R					
632240	633240	The screen, the shape.	R					
636640	639040	Perfect, okay, now we're gonna switch back.	R	11				
639040	640800	And now you get to be the guesser,	R					
640800	642880	and you get to be the teller.	R					
642880	646320	This, the large, and large,	id191		S		the large	
646320	647160	and the,	id191		S			
650840	652600	this, you,	id191		S		this you	
652600	655360	to the, it's like a part,	id191		S			
655360	656880	this, your,	id191		S			
656880	658520	and the large, and huge.	id191		S		and the large and huge	
663600	664680	Okay, here's the other one,	R	12				
664680	666200	but we'll have another chance.	R					
