start	end	text	speaker	trial	role	echo	description	on_topic
0	9600	My mom really lets me look at TV, but she only lets me do it if she doesn't see me.	id195					
9600	11600	Like at school, at game room!	id195					
11600	13600	True, she has no idea that you're on it.	R					
14600	16100	Anyway, okay, so...	R					
16100	17100	You push that?	id196					
17100	18100	Uh, not yet.	R					
18100	21600	Also, anytime you guys want to go back to the classroom, just let me know, okay?	R					
21600	22600	Okay.	id195					
22600	23600	Yeah, but we're gonna play the game now.	R					
23600	28600	So, before we do that, we're gonna learn how to use the iPads, which I'm sure you guys already know how to do.	R					
28700	30200	But, we're gonna practice using them.	R					
30200	30700	What is this stuffy for?	id195					
31700	32700	I'll tell you later.	R					
32700	34700	So just tap the blue buttons to get started.	R					
36700	37700	Just do a little tap.	R					
37700	40700	And then, if you can tap all the bubbles to make them pop.	R					
43700	44700	Yep, just like that.	R					
44700	45700	Quick little taps.	R					
47700	48700	Did it break?	R					
48700	49700	There's more.	R					
52700	53700	They're great.	R					
56700	57700	Nice.	R					
57800	58800	Good job.	R					
58800	59800	That was great.	R					
59800	60800	Oh, there's more bubbles.	R					
60800	62800	Let’s wait for Joanthan to finish.	R					
66800	67800	Nice.	R					
67800	69800	Oh, I got the stuffy.	id196					
69800	70800	Yeah, here's the stuffy.	R					
70800	71800	So this is Murphy.	R					
71800	72800	Do you want me to say hi to Murphy?	R					
72800	73800	Hi, Murphy.	id196					
73800	78800	So in this game, we're gonna be helping Murphy to guess between two pictures.	R					
78800	83800	So, if you see this on your screen, then you're gonna be the teller.	R					
83800	86800	And you're gonna tell Murphy what you see inside the black box.	R					
87800	88800	Right?	R					
88800	89800	Okay.	id196					
89800	92800	And then, if you're the one holding Murphy, then you're gonna be the guesser.	R					
92800	96800	And you're gonna help Murphy guess what's inside the black box.	R					
96800	97800	Okay.	id196					
97800	98800	Yeah.	R					
98800	100800	And then, if you guess it right, then you'll see a smiley face.	R					
100800	102800	And if you guess it wrong, you'll see a frowny face.	R					
102800	104800	But that's okay, because we'll have a lot of chances to help Murphy.	R					
104800	105800	Yeah.	id196					
105800	106800	Okay.	id195					
106800	108800	Oh, don't press it yet.	R					
108800	110800	And then, could I have this back?	R					
110800	112800	So, if you see the black box, what are you gonna do?	R					
113800	118800	Uh, help Murphy guess what's inside the black box.	id196					
118800	119800	Yeah.	R					
119800	120800	So, you're gonna be the teller.	R					
120800	121800	So, you're gonna try to say what's inside here.	R					
121800	124800	And if you're the one holding Murphy, what are you gonna do?	R					
126800	127800	Um, guess.	id196					
127800	128800	Yeah.	R					
128800	129800	You're gonna help Murphy guess.	R					
129800	130800	Perfect.	R					
130800	131800	Okay.	R					
131800	132800	I think you guys are ready to play.	R					
132800	133800	Yeah.	id196					
133800	134800	So, now I can take that back.	R					
134800	135800	Okay.	R					
