start	end	text	speaker	trial	role	echo	description	on_topic
0	2000	All right friends, we're recording now	R					
3720	7520	All right, so today I'm gonna have you guys play a matching game	R					
		what’s a matching game? What’s a matching game?	id283					
9640	11640	I'll explain it in a second	R					
		I have played a matching game, so I already know	id284					
		I have played a matching game	id283					
		I have already played a matching game a long time ago	id284					
22640	28000	It might be a different matching thing game than you guys are used to but first I'm gonna have you guys practice	R					
28520	34120	Touching the iPads by popping some bubbles. So go ahead and press the blue button to start 	R					
		like this one?	id284					
34120	39020	Yeah, that one right there, and then just keep popping the bubbles until there's no bubbles left	R					
		Yay, go done.	id283					
46360	50360	It looks like there's still some bubbles on yours so keep popping them	R					
		That was fun	id283					
		That was fun	R					
58720	64920	Amazing all right now. I'll explain our matching game. So today we're gonna help Smurfy. This is Smurfy	R					
		Do you want to say hi?	R					
		Hi Smurfy	id283					
68120	70120	All right, so Smurfy needs your help	R					
70680	74800	So on each of your iPads you guys are gonna see two pictures	R					
75000	82040	My sister has a real iPad.	id284					
		 A real iPad? Now you guys are gonna see. 	R					
82040	85200	My sister is nine years old So she has a real iPad. 	id284					
		Oh cool	R					
85200	89840	We can talk about your sister after but for this game you guys are both gonna see two pictures	R					
90160	94080	But one of you is gonna see a black box around one of the pictures like this	R					
94920	99320	Smurfy's job is to guess which picture is inside the black box and	R					
99920	101920	You guys are gonna help him	R					
102160	108000	So if you see the black box, you're the teller and you're gonna tell Smurfy. What's in the black box?	R					
108040	110040	So what do you guys see?	R					
		Banana	id284					
110680	112680	A banana? Exactly	R					
		This is going to be easy	id283					
113680	117720	Oh, yeah, and if you don't see a black box like this	R					
117720	121960	You're gonna hold Smurfy and then you're gonna try to guess what's in the black box	R					
122520	126680	Now when you think you have your guess you can tap on it like this on the iPads	R					
127480	131920	Does that make sense? Now you guys are gonna take turns guessing and telling and	R					
132360	135720	If you get the guess right, you're gonna see a smiley face	R					
135720	138160	But if you get it wrong, you'll see a frowny face	R					
138320	143280	But that's okay because we're gonna have a lot of different turns to help Smurfy out	R					
		Okay.	id283					
144440	147520	Okay, so if you see the black box, what are you gonna do?	R					
		Umm, push the button?	id284					
151360	155800	No, you're not gonna press the button you're gonna be the teller and you're gonna say what you see in the box	R					
156320	159800	if you don't see the box then you're gonna press the button and	R					
161040	165160	Try to guess what the other person sees in the box. Does that make sense?	R					
		Mhm	id283					
165960	169760	All right, I think it'll make more sense when you start playing so you're ready to play	R					
		Yeah	id283					
		Alright friends	R					
		press the button?	id283					
172360	175280	Yeah, press the button to start yes	R					
		this one?	id284					
		yes	R					
		oh, look!	id283					
176920	178920	All right, go ahead and press the button	R					
		hey	id283					
180400	186560	All right, so who has the black box	R	1				
		me	id284		S			
		you do so you're the teller and [id283] is gonna hold Smurfy	R					
186920	191640	So [id284]  you're gonna tell Smurfy and [id283] what do you see inside the black box?	R					
		an apple	id284		S		an apple	Y
192640	197160	All right, and now you're gonna guess so you're gonna tap on the picture that you think that [id284] is talking about	R					
		Apple?	id283		L			Y
199800	205760	Yes, so you could press the picture what you think it is 	R					
		amazing and now it's it's [id284]’s turn	R	2				
		oh, it’s my turn	id283		S			
208800	212400	Yeah, it's your turn to tell and now it's [id284] and Smurfy's turn to guess	R					
		press it?	id283		S			
216480	218680	No, since you have the black box you have to tell	R					
		it’s a dog	id283		S		a dog	Y
		what’s inside the black box	R					
		a dog	id283		S			Y
222400	229440	All right, [id284] now you can guess by tapping on the picture what you think it is	R					
		dog	id284		L			Y
232680	236960	You give you how you have to tap it to guess 	R					
		tap it?	id284		L			
		yes tap it	R					
240240	244680	Awesome, all right, and now it's [id283]’s turn to guess again	R	3				
250760	252760	So, what do you see, [id284]?	R					
		what is this? I don’t know	id284		S			Y
256880	260520	Just use your best guess you could use any words you want to describe it	R					
		I can use any words?	id284		S			
262760	264760	Yeah, any words	R					
		Will we always get the smily?	id284		S			
265480	275800	Only if you get it right, but if you get a frowny face, that's okay, too, because we'll have lots of turns to help Smurfy	R					
		what does a frowny face mean?	id283		L			
279400	281400	Like a sad face	R					
		I think I can do that one. What is this one?	id284		S			
286360	289120	You're gonna try to describe what's inside this box	R					
289440	297400	But you could use any words or descriptions that you want or you could also ask [id283] questions about what he sees	R					
298280	305400	I See a pokey circle and a bell world	id283		L			Y
		I see a pokey circle	id284		S		a pokey circle	Y
309800	316560	Yeah, and if you have your guess you can you can guess or you can ask [id284] questions about what he sees too	R					
320120	323600	I see a Pokey circle, 	id284		S			Y
		this is a pokey circle	id283		L			Y
		all right, now you can make now you can make your best guess	R					
325800	328200	By tapping on which one you think it is 	R					
330440	333280	That's okay, we can try again next time	R	4				
		oh, now it’s my turn	id283		S			
		yeah, now it’s	R					
349120	351120	umm, now’s it’s a poky flat thing, with a poky flat	id283		S		a pokey flat thing	Y
364760	369320	You can ask [id284] questions about umm	R					
379120	381120	No	id283		S			
		err, [id284] can ask [id283] questions	R					
		I see a pole, I see a pokey, I see, what is this? I don’t know what	id284		L			Y
383440	385440	call it whatever you want to call it	id283		S			
387200	391320	Yeah, you can call it whatever you want to call it any kinds of descriptions	R					
		will it give you a frowny face?	id284		L			
