start	end	text	speaker	trial	role	echo	description	on_topic
0	2000	So I'm going to start recording.	R					
2000	3560	All right, we're recording now.	R					
8560	10680	When can I have this?	id273					
10680	12600	All right, I'm going to explain the game first,	R					
12600	15640	and then you guys can play on the iPads.	R					
15640	17920	So today we're going to play a fun matching game,	R					
17920	19000	like I told you guys.	R					
19000	22240	But first, we're going to practice touching the iPads	R					
22240	23960	by popping some bubbles.	R					
23960	27480	So go ahead and press the blue button to start.	R					
27480	29200	And then just keep popping the bubbles	R					
29200	30800	until you don't see it anymore.	R					
30800	32440	Hey, X.	id273					
32440	35440	How do I?	id273					
35440	36440	Uh-oh.	R					
36440	36940	Oh.	R					
36940	39920	Let me see.	R					
39920	41920	Let me see what's there.	R					
45920	47080	I'm not popping bubbles.	id273					
47080	47680	All right.	R					
47680	48880	I can't pop bubbles.	id273					
48880	50920	Good job popping the bubbles.	R					
50920	53520	Oh, you got a dog.	R					
53520	54720	Hey.	R					
54720	56960	All right, just keep popping the bubbles.	R					
56960	58280	I popped all the bubbles.	id273					
58280	60680	Oh, it looks like there's still some more for you to pop.	R					
63080	65800	When there's X inside the room.	id273					
65800	68600	All right, [id274], let's sit down in our chair.	R					
68600	71800	And let's wait for [id273] to finish.	R					
74300	75200	All right.	R					
75200	76080	You got a dog too.	R					
76080	78320	All right, can we sit back in our chairs?	R					
78320	79160	Thank you.	R					
82040	84760	All right, now I'm going to explain the matching game.	R					
84760	87320	Let's not do pattycake just yet.	R					
87320	88080	All right.	R					
88080	90960	pattycake, pattycake	id273					
90960	93440	All right, friends, let me explain the matching game now.	R					
93440	95200	So this is the dog you saw.	R					
95200	96440	This is Smurphy.	R					
96440	97600	You want to say hi to Smurphy?	R					
97600	98600	Hi, Smurphy.	id273					
98600	99440	Hi, [id273].	R					
99440	100600	Hi, [id274].	R					
100600	102440	All right, so today in this matching game,	R					
102440	104680	we're going to help Smurphy.	R					
104680	106640	So on your screens, you guys are going	R					
106640	109800	to see two pictures like this.	R					
109800	112200	One of you is going to see a black box	R					
112200	113200	around one of the pictures.	R					
113200	115240	You see the black box?	R					
115240	119280	So if you see the black box, then you are the teller,	R					
119280	121520	and you're going to help tell Smurphy what you see	R					
121520	123320	inside the black box.	R					
123320	125960	Now, the other friend is going to be holding Smurphy,	R					
125960	128560	and you won't see a black box.	R					
128560	133080	So the guesser, if you see this, you're the guesser,	R					
133080	136480	and you're going to help guess what's inside the black box.	R					
136480	138960	So when you think you know what's inside the box,	R					
138960	142680	you're going to tap it like this.	R					
142680	146760	So if you guess the correct answer of what's in the box,	R					
146760	148560	all right, let's not touch these friends.	R					
148560	151680	But if you guess what picture's in the black box,	R					
151680	153520	you're going to see a smiley face.	R					
153520	156160	But if you don't, you're going to see a frowny face.	R					
156160	158640	And that's OK, because we have a lot of different chances	R					
158640	160200	to help Smurphy out.	R					
160200	163200	We don't see a frowny face.	id273					
163200	165520	Why do we see a frowning face?	id273					
165520	168280	It just tells you that you got the picture wrong,	R					
168280	169640	or you guessed the picture wrong.	R					
169640	172080	But it's OK, because we're going to have lots of different	R					
172120	172920	chances to help Smurphy.	R					
172920	174600	I hope I win.	id274					
174600	176440	I hope I win, too.	id273					
176440	179000	Well, I think you guys will both win.	R					
179000	182520	But we're going to take turns being the guesser and the teller.	R					
182520	185720	That's why I always say, [id273], we're both going to win.	id274					
185720	186560	Yes, you're both going to win.	R					
186560	189800	So we hold hands, and then we run across holding hands.	id274					
189800	191880	All right, let's sit down, [id273].	R					
191880	192920	All right, let's recap.	R					
192920	195600	So we're going to take turns being the guesser and the teller.	R					
195600	198480	So if you see the black box, what are you going to do?	R					
198480	199600	You're going to be the teller.	id273					
199600	201120	You're going to be the teller, and you're	R					
201120	203880	going to tell the other friend in Smurphy what's inside the box.	R					
203880	204720	That's right.	R					
204720	207880	And if you don't see a black box, you're the guesser.	R					
207880	210000	And you're going to help Smurphy guess.	R					
210000	211400	All right, you guys got it?	R					
211400	212000	Got it.	id273					
212000	214720	All right, so go ahead and press the blue button to start.	R	1				
217840	220280	All right, so who sees the black box?	R					
		Me	id274		S			
220280	222840	So you're the teller, and you're the guesser.	R					
222840	224400	You don't see the black box, so you're	R					
224400	226960	going to hold Smurphy, [id273].	R					
226960	229600	All right, [id274], so now you can tell [id273] and Smurphy	R					
229600	231720	what you see inside the black box.	R					
231720	234040	It's banana.	id274		S		banana	Y
234040	237240	All right, and then you guess by tapping on the image	R					
237240	240120	that you think is in the box.	R					
240120	243640	No, I’m not going to tap the apple.	id274		S			Y
243640	246280	I'm tapping the banana.	id273		L			Y
246280	247040	There you go.	R	2				
247040	247520	Good job.	R					
247520	248920	I have a smiley face.	id274		L			
248920	249880	You have a smiley face.	R					
249880	251880	And now you are up the black box, right, [id273]?	R					
251880	255360	So [id274]'s going to hold Smurphy.	R					
