start	end	text	speaker	trial	role	echo	description	backchannel
0	2000	Recording!	R					
2000	3000	I can see you!	id204					
3000	4000	You can see me!	R					
4000	5000	I see you guys can do it.	R					
5000	6000	Wait, do a camera.	R					
6000	7000	Okay, so...	R					
7000	8000	Where do I put that?	id204					
8000	9000	Oh, you'll meet him right now.	R					
9000	10000	He's my friend.	R					
10000	12000	Today we're going to be playing a matching game.	R					
12000	14000	But before we play our matching game,	R					
14000	16000	let's pop some bubbles, okay?	R					
16000	19000	Let's tap the blue button on the screen,	R					
19000	21000	and pop all the bubbles.	R					
21000	22000	The blue?	id204					
22000	23000	There's bubbles.	R					
23000	24000	Yeah, the blue.	R					
24000	25000	And now tap all the bubbles.	R					
25000	26000	Yes?	R					
26000	28000	Even bubbles can say that.	id204					
28000	30000	Oh, that means the bubble has popped.	R					
30000	31000	Oh.	R					
31000	32000	Pop.	R					
32000	33000	I finished.	id203					
33000	34000	You finished?	R					
34000	36000	Oh, there's more bubbles to pop.	R					
42000	43000	Oh, I got him.	id203					
43000	44000	Yay!	R					
44000	45000	I got him.	id203					
45000	46000	Okay, friends.	R					
46000	48000	So this is my friend, Smurphy.	R					
48000	49000	Can you say hi to Smurphy?	R					
49000	50000	Hi, Smurphy.	id204					
50000	51000	Hi, Smurphy.	id203					
51000	52000	Hi, [id204].	R					
52000	54000	Hi, [id203].	R					
54000	57000	Okay, so today we're going to be playing a matching game.	R					
57000	59000	And you're going to help my friend, Smurphy,	R					
59000	61000	guess the picture.	R					
61000	65000	So if you have the black box around your picture,	R					
65000	67000	you are the teller,	R					
67000	70000	and you're going to tell Smurphy and our friend	R					
70000	73000	what you see inside the black box.	R					
73000	74000	If you are...	R					
74000	75000	Oh, it changed.	id204					
75000	76000	It changed.	R					
76000	78000	Oh, we're not going to start the game just now.	R					
78000	80000	I'll finish up really, really quick.	R					
80000	82000	And if you're holding Smurphy,	R					
82000	84000	you're the guesser,	R					
84000	87000	and you're going to guess the picture.	R					
87000	90000	So if you have the black box around your picture,	R					
90000	92000	what will you do?	R					
96000	98000	Will you tell or will you guess?	R					
98000	99000	Tell.	id204					
99000	100000	Tell.	R					
100000	101000	I’ll guess	id203					
101000	103000	What do you tell her?	id204					
