start	end	text	speaker	trial	role	echo	description	on_topic
13000	18000	So today, we're going to play a fun matching game.	R					
18000	23000	But before we do that, we're going to practice touching our iPads	R					
23000	27000	by playing a little game of popping bubbles, okay?	R					
27000	31000	So I want each of you to press the blue button on your screen.	R					
31000	32000	I did.	id240					
32000	33000	You did?	R					
33000	34000	I did.	id240					
34000	35000	And I want you to pop all the bubbles.	R					
35000	41000	Just touch them, yeah.	R					
41000	46000	And when you get new bubbles, I want you to pop those ones.	R					
46000	53000	Yeah, so just like, yeah, there you go.	R					
53000	54000	Awesome.	R					
54000	59000	Let's just wait for you to finish now.	R					
59000	63000	Almost there, [id239].	R					
63000	64000	Yeah.	R					
64000	67000	And now top the red one.	R					
67000	69000	Can I see?	id240					
69000	70000	No.	R					
70000	73000	We're going to be using our own iPad today.	R					
73000	76000	So today, we're going to help Smurphy.	R					
76000	77000	This is Smurphy.	R					
77000	79000	Do you guys want to say hi?	R					
79000	80000	Hi.	id240					
80000	82000	Smurphy says hi back.	R					
82000	86000	So each of you on your screen is going to see two pictures.	R					
86000	90000	One of the pictures will be in a black box.	R					
90000	94000	Smurphy's job is to guess which picture is in the black box	R					
94000	96000	and you guys get to help Smurphy.	R					
96000	98000	I know what it is. Banana	id240					
98000	100000	Yeah, exactly.	R					
100000	101000	So if you see the-	R					
101000	102000	This is an apple.	id240					
102000	103000	That is true.	R					
103000	108000	If you see the black box on your screen, your job is to tell Smurphy	R					
108000	111000	which picture is in the black box.	R					
111000	114000	If you don't see the black box on the screen	R					
114000	116000	and you're holding Smurphy,	R					
116000	121000	your job is to help Smurphy guess which picture is in the black box.	R					
121000	126000	If you think you know which picture it is,	R					
126000	129000	you're just going to go ahead and touch that picture.	R					
129000	133000	If you get it right, you'll get a smiley face.	R					
133000	136000	If you don't, you'll get a frowny face,	R					
136000	140000	but that's okay because Smurphy has a lot more chances to guess.	R					
140000	143000	You're going to take turns guessing and telling.	R					
143000	150000	So if you see the black box on your screen, what should you do?	R					
150000	152000	Put it on the screen.	id240					
152000	156000	You're going to tell Smurphy which picture is in the black box.	R					
156000	160000	And if you don't see the black box and you're holding Smurphy,	R					
160000	163000	what do you do?	R					
163000	164000	Tap.	R					
164000	165000	Does that make sense, [id239]?	R					
165000	166000	Yeah.	id240					
166000	168000	You're going to help Smurphy guess.	R					
168000	170000	All right.	R					
170000	172000	Now we can get started.	R					
172000	175000	You can press the blue button on your screen.	R					
175000	178000	Which of you sees a black box?	R	1				
