start	end	text	speaker	trial	role	echo	description	on_topic
8640	14920	All right, so today we're gonna play a fun matching game, but first 	R					
		What is that?	id270					
		I'll tell you in just a second	R					
15000	17000	But first I'm gonna have you guys	R					
18000	23120	Practice touching the iPads by popping some bubbles. So go ahead and press the blue button to start	R					
24560	28160	And then just pop all the bubbles until you don't see anymore	R					
30120	32120	I popped all the bubbles	id269					
32480	36980	some keep showing up. Just keep popping them	R					
39480	46100	All right, awesome. Nice job guys. All right now I'm gonna explain our matching game. 	R					
		We both win	id270					
		Yeah, you guys both won	R					
46880	51200	All right, so now I'm gonna explain the matching game that we're gonna play. So this is Smurphy	R					
51720	53720	Can you say hi to Smurphy?	R					
		Hi Smurfy	id269					
		Hi Smurfy	id270					
54720	56720	So today we're gonna help Smurphy	R					
56920	61840	So on your screens, you guys are both gonna see two pictures like this	R					
62640	66120	Now one of you is gonna see a black box around one of the pictures	R					
66120	68400	You see how this picture has a black box around it	R					
		yeah, 	id270					
68800	74640	So Smurphy's job is to guess which picture is inside the black box and he needs your help	R					
75040	77800	So if you see the black box around one of the pictures	R					
77800	82720	You're gonna be the teller and you're gonna help tell Smurphy what picture you see inside the box	R					
83720	86120	And if you don't see the black box	R					
86120	90960	You're gonna be holding Smurphy and then you're gonna help guess which pictures inside the box	R					
91360	95600	Now once you think you have a guess you could tap on the picture and then if you're right	R					
95600	99200	You'll see a smiley face and if you're wrong you'll see a frowny face	R					
99360	103600	But that's okay because we're gonna have a lot of different chances to help Smurphy out	R					
104480	110360	Now we're gonna take turns being the guesser and the teller. So if you see the black box, what are you gonna do?	R					
		Tap	id270					
112720	115880	You're not gonna tap. You're gonna tell Smurphy what you see in the box	R					
		banana	id269					
117000	120720	Yeah, so if you're the teller you could say Smurphy I see a banana	R					
123760	126120	Now if you don't see the black box	R					
126680	128680	then you're gonna tap right and	R					
129280	135320	Once you have your guess you're gonna tap and guess which one it is. So are you guys ready to play? 	R					
		yeah, 	id270					
136200	138200	All right Go ahead and press the blue button to start	R					
138440	143280	All right, who has the black box 	R	1				
		Me	id270		S			
143760	148200	[id270] has a black box. All right, so [id269], you're gonna hold Smurphy and [id270]	R					
148200	151200	You're gonna tell Smurphy and [id269] what you see in the box	R					
152440	154440	Banana	id270		S		banana	Y
154960	158160	And then you're gonna tap and guess which picture [id270]’s talking about	R					
159600	163120	And we're gonna sit down because we're gonna use our words to tell each other	R					
		Is it this?	id269		L			Y
163480	169400	Just make your best guess and just tap whichever picture you think it is	R					
171120	177120	Nice job, you're right, and now it's [id270]'s turn to guess so you're gonna hand Smurphy over to [id270]	R	2				
177520	180920	All right, can you hand Smurphy over to [id270] [id269]? Thank you	R					
180920	183760	And now it's your turn to tell him what's inside the black box	R					
183760	185760	It's a bird	id269		S		a bird	Y
		okay	id270		L			Y
190560	192560	Nice job, and now you're gonna switch again	R	3				
193600	196320	So could you hand Smurphy over to [id269] this time?	R					
204920	206920	Point left and right	id270		S		point left and right	Y
211040	213040	Nice job guys	R	4				
213840	216000	All right, and then hand Smurphy over to [id270]	R					
217000	224000	It has, it's a spinning wheel that I have at my house. I have this at my house. 	id269		S		a spinning wheel that I have at my house	Y
		Uh what do you mean	id270		L			Y
228000	231800	Let's sit down. We don't want to show each other. Oh, let's not show each other our iPads	R					
231800	235400	Okay, let's just use words to tell each other, but look you guessed right	R	5				
236320	238320	All right	R					
238320	242600	Yeah, and you can ask whoever's guessing can also ask as many questions as they want	R					
242600	247800	Okay, a jump and spin with a square	id270		S		a jump and a spin with a square	Y
256000	258160	Nice job. All right, time to switch	R	6				
260640	267600	It's one with a triangle and another triangle and a square	id269		S		one with a triangle and another triangle and a square	Y
272600	279600	And it has a big triangle like with a top	id269		S		and it has a big triangle like with a top	Y
		okay	id270		L			Y
287600	289600	Nice job	R	7				
292600	294600	Now, can you tell me?	id269		L			Y
294600	296600	Okay, it's with	id270		S			Y
