start	end	text	speaker	trial	role	echo	description	backchannel
0	4720	So I remember how you all play the game, and then can I take off your name tags?	R					
5720	6720	Yeah.	id252					
		Why? Why do we take them off?	id252					
8220	14760	That's just the rules of the game room, and let me know if you want to go back to the classroom at any point.	R					
		Close the door?	id252					
16200	18200	You have to leave it a little bit open,	R					
19040	23640	unfortunately, just so like teachers can walk in and I know that you you all are in here.	R					
24880	26100	Okay	id252					
26100	32060	So today we're gonna play a fun matching game, which yay. But before we do that	R					
32220	38100	we're gonna practice touching our iPads by playing a little game of popping bubbles, okay?	R					
38420	44820	So you all want to press the blue buttons on your screen and then pop all the bubbles. Yeah, that went right there.	R					
46060	50080	Yeah, she's doing the same thing. Just touch it and then pop all the bubbles.	R					
51500	53500	Yeah.	R					
57100	60500	Awesome, and then pop all the new bubbles. We'll just wait for her to finish.	R					
63660	70340	Great job. So, um, this is Smurphy. Today we're gonna help Smurphy. Do you guys want to say hi?	R					
		hi	id251					
		hi	id252					
71580	73580	Smurphy says hi back, okay?	R					
74380	75780	So today	R					
75780	83660	we're gonna play a fun matching game. Each of you on your screen is gonna see two shapes, and one of you will see a shape	R					
84020	86020	surrounded by a black box.	R					
86820	93140	If you see the black box, you are the teller, and your job is to tell Smurphy	R					
93420	97060	which picture is inside the black box.	R					
97820	102900	If you don't see a black box on your screen and you're holding Smurphy,	R					
103140	111260	then you are the guesser, and your job is to guess which picture is inside the black box.	R					
111980	113820	Okay?	R					
113820	119820	When you think you know which picture it is, you're just going to touch that picture like so.	R					
120540	127020	If you get it right, you'll see a smiley face. If you get it wrong, you'll see a frowny face.	R					
127260	131780	But that's okay because Smurphy has a lot more chances to guess and tell.	R					
132460	139820	You'll take turns guessing and telling. So like a little quiz, if you see a black box on your screen,	R					
140300	142300	what should you do?	R					
144940	148660	You should tell Smurphy which picture is in the black box.	R					
149740	152020	So if you see a black box, what should you do?	R					
153020	154780	Tell Smurphy.	id251					
154780	161180	Exactly. If you don't see a black box and you're holding Smurphy, what should you do?	R					
161180	161980	Guess.	id252					
161980	163980	And how do you guess?	R					
164940	168940	By guessing which one is in the box.	id251					
168940	170940	And touching it. Exactly.	R					
170940	173420	I know this one is in the black box.	id251					
174380	178780	There you go. All right, I think we're ready to begin and the game will make more sense.	R					
179180	183900	So touch the blue boxes. Now who has the black box on their screen?	R					
185020	187980	So you'll be telling and you'll be helping Smurphy guess.	R	1				
191100	193100	So what do you see, [id252]?	R					
194940	196940	an	id252		S			
196940	198940	What do you see in the black box?	R					
198940	200940	Apple.	id252		S		apple	
200940	202940	And do you want to guess now?	R					
204220	206220	How do you guess?	R					
207260	209660	By tapping. Do you want to tap which one you think it is?	R					
212060	214940	Tap, whichever one she just said was in the black box.	R					
216860	218060	Awesome.	R	2				
218060	221900	Now we'll pass Smurphy and you're going to be the one telling.	R					
224140	226140	What do you see in the black box?	R					
		a bird	id251		S		a bird	
228140	230300	Do you want to guess and tap it?	R					
236540	238540	Awesome. We'll pass Smurphy again.	R	3				
		This is fun	id251		L			
241420	244060	It is fun. All right, now you're the one telling, [id252].	R					
246940	249820	Just try and use your words to describe what's in the black box.	R					
251820	253820	You heard something?	id251		L			
253980	259260	I don't think there's anything else here. I think if it happens again, we'll look at it. Yeah.	R					
260460	262460	What do you see in the black box, [id252]?	R					
		arrows pointing these ways and a mountain	id252		S		arrows pointing these ways and a mountain	
		I see it	id251		L			
269260	273740	You want to press it? Nice. Let's pass Smurphy.	R					
277900	279900	What do you see in the black box, [id251]?	R	4				
280060	282060	I see...	id251		S			
283500	287020	Maybe like a bowl backwards?	id251		S		a bowl backwards	
287020	288540	A bold backwards?	id252		L			x
288540	295340	No. Yeah, wait. I think it's a bowl backwards.	id251		S			
298380	300540	Do you want to try and guess if you think you know what it is?	R					
302700	305260	Do you want to ask [id251] a question to tell you more?	R					
305900	307900	You tell mine.	id252		L			
308460	314220	What shape it is? Like, is it like the shape like a flower or a star? Is it like a shape?	id252		L		a shape like a flower or a star	x
314220	318300	 A star,	id251		S		a star	
		 a star. Something like a star?	id252		L			x
		yeah	id251		S			
319340	321340	Okay.	id252		L			
321900	325420	Ah, that's okay. Smurphy has lots more chances.	R	5				
327500	329500	What do you see, [id252]?	R					
330540	332540	Something like a bunny.	id252		S		a bunny	
332860	334860	Is it this one? What?	id251		L			
335420	343020	Like, is it like having something like an ear like that and the body something like that?	id252		S		an ear like that and the body something like that	
343020	345020	Nice.	R	6				
348780	350780	What is it?	id252		L			
350780	352780	What do you see, [id251], in the black box?	R					
353500	355980	I see a triangle on top.	id251		S		a triangle on top	
359900	361900	Nice. Want to pass Smurphy?	R	7				
365820	371820	 I see something like a little pointy head walking like in the front?	id252		S		a little pointy head walking like in the front	
371820	374860	Let's try... let's keep sitting in the seats and try and just use our words.	R	8				
378860	380860	Do you know?	R					
380860	382860	Hey, give that to me.	id252		L			
382860	388860	Oh, wait. Yeah, it looks like [id251] is the one telling. Sorry, [id251], what do you see in the black box?	R					
388860	394860	I see something like... it has a triangle on top.	id251		S		a triangle on top	
396860	398860	No, like a square?	id251		S		like a square	
404860	408860	So it's in your left side.	id251		S			
408860	414860	They're not going to be on the same side, so you just have to use your words to try and describe the figure.	R					
414860	416860	Let's...	id251		S			
418860	422860	Ah, that's okay. Here, let's pass Smurphy.	R	9				
422860	424860	Now, what do you see in the black box?	R					
424860	434860	There's something like a diamond on top and like two... one of these on top and one of these on the bottom.	id252		S		a diamond on top and like two... one of these on top and one of these on the bottom.	
434860	438860	And something like laying down like a shape like this.	id252		S		something like laying down like a shape like this	
438860	444860	Ah, that's okay.	R	10				
444860	446860	Round.	id252		L			
450860	454860	I see like some triangles on top.	id251		S		some triangles on top	
456860	458860	Like this?	id252		L			x
458860	460860	Yeah.	id251		S			x
462860	464860	Nice.	R	11				
464860	470860	I see something like a square here.	id252		S		something like a square here	
470860	472860	Let's not use our hands. Let's just use our words.	R					
472860	476860	Oh, you already guessed. You got it. Perfect.	R	12				
478860	480860	I see like a triangle.	id251		S		a triangle	
480860	484860	Like a triangle on the head?	id252		L		a triangle on the head	x
484860	486860	Yeah, on the head.	id251		S		on the head	
486860	490860	Then I think it would be...	id252		L			
490860	492860	Nice.	R	13				
494860	502860	I see like a little diamond thing on the... on top of the head.	id252		S		a little diamond thing on top of the head	
502860	504860	Wow.	R	14				
504860	506860	Sweet. Let's pass Smurphy.	R					
510860	514860	I see like a little square on the top of the head.	id251		S		a little square on the top of the head	
514860	518860	Like, no, like maybe on the neck?	id251		S		no, maybe on the neck	
518860	520860	Wait.	id251		S			
520860	522860	Something here?	id252		L			x
522860	524860	No.	id251		S			
524860	526860	Then I don't know where.	id252		L			x
526860	528860	It's... it's...	id251		S			
528860	532860	It's something like in the back of the head.	id251		S		in the back of the head	
532860	536860	In the back of the...	id252		L		in the back of the	x
536860	544860	It's not... does it have a body like this?	id252		L		a body like this	x
544860	548860	You could just guess if you think you know what it is.	R					
548860	552860	Just take your best guess. It's okay.	R					
552860	554860	Nice.	R	15				
558860	564860	It's something... this is something that has a diamond on the back.	id251		S		a diamond on the back	
564860	566860	And this leg is all like this.	id251		S		this leg is all like this	
566860	568860	And one is on the floor.	id251		S		one is one the floor	
568860	570860	And one is like up on the air.	id251		S		one is like up on the air	
570860	572860	And this has a view.	id251		S		this has a view	
572860	574860	Nice.	R	16				
578860	580860	What is it?	id252		L			x
580860	584860	So there's two diamonds on the top.	id251		S		two diamonds on the top	
584860	588860	Okay, two diamonds on the top.	id252		L		two diamonds on the top	x
588860	590860	Nice.	R	17				
590860	592860	We're good at this.	id252		S			
592860	594860	Thanks.	R					
594860	598860	It's something like a diamond on the back.	id252		S		a diamond on the back	
598860	600860	And this leg is one leg on the ground.	id252		S		this leg is one leg on the ground	
600860	602860	And one leg up in the air.	id252		S		one leg up in the air	
602860	604860	Nice.	R	18				
604860	608860	What is it?	id252		L			x
608860	610860	It's a diamond on his head.	id251		S		a diamond on his head	
610860	614860	It's a diamond on his head.	id252		L		a diamond on his head	x
614860	616860	Okay, I'm guessing.	id252		L			
