start	end	text	speaker	trial	role	echo	description	on_topic
0	5000	We're going to practice touching our iPads by playing a little game of popping bubbles.	R					
5000	6000	Okay?	R					
6000	10720	So can each of you press the blue button on your screen?	R					
10720	14000	And now can you pop all the bubbles?	R					
14000	20240	Yeah, great job.	R					
20240	22360	And now there are more bubbles.	R					
		what?	id229					
22360	25200	I know, even more of them.	R					
25200	27520	Wow, great job, [id230]le.	R					
28520	34520	All right, so now I'm going to explain the matching game.	R					
34520	36520	So today we're going to help Smurphy.	R					
36520	37520	This is Smurphy.	R					
37520	39520	You guys want to say hi to Smurphy?	R					
39520	40520	Hi.	id229					
40520	43520	Smurphy says hi back.	R					
43520	47520	So each of you on your screen are going to see two pictures.	R					
47520	52520	And one of you will see a picture surrounded by a black box.	R					
52520	59520	And Smurphy's job is to guess which picture is inside the black box.	R					
59520	66520	So one of you, if you see the black box on the screen, your job is the teller.	R					
66520	71520	You have to tell Smurphy using your words what's in the black box.	R					
71520	77520	If you don't have a black box on your screen, if you don't see one and you're holding Smurphy,	R					
77520	79520	then you're the guesser.	R					
79520	85520	And your job is to help Smurphy guess which picture is in the black box, all right?	R					
85520	91520	And when you feel pretty sure you know which picture that is, you're going to touch that picture.	R					
91520	94520	If you get it right, you'll get a smiley face.	R					
94520	97520	If not, you'll get a frowny face.	R					
97520	102520	But that's okay because Smurphy has a lot more chances to get it right.	R					
102520	105520	So I'm going to give you a little quiz.	R					
105520	108520	If you see the black box, what do you do?	R					
108520	110520	Tell Smurphy.	id229					
110520	114520	You tell Smurphy what's in the black box.	R					
114520	118520	And if you don't see the black box, what do you do?	R					
118520	120520	You'll be the guesser.	id229					
120520	125520	Yeah, you're going to help Smurphy guess which picture is in the black box.	R					
125520	127520	Does this make sense, [id230]?	R					
127520	131520	Yeah? So you guys have to help each other out. You think you can do that?	R					
131520	138520	Okay. Why don't each of you touch the blue pictures, the blue button?	R	1				
138520	143520	I don't touch it. What are you talking about?	id229		L			
143520	145520	You want to touch it? All right.	R					
145520	148520	So which of you sees the black box?	R					
148520	149520	Not me.	id229		L			
149520	156520	Okay. So you're going to tell him what's in the black box and he has to guess.	R					
156520	158520	What do you see, [id230]?	R					
158520	160520	a banana	id230		S		a banana	Y
160520	163520	Do you want to press it when you think you know what it is?	R					
163520	165520	There you go.	R					
165520	169520	And now it's your turn to describe, [id229].	R	2				
169520	171520	What do you see?	R					
171520	173520	A birdie.	id229		S		a birdie	Y
173520	175520	Do you think you know which one it is, [id230]?	R					
175520	176520	Yeah.	id230		L			
176520	178520	Do you want to touch it?	R					
178520	180520	Birdie, birdie.	id229		S			Y
180520	182520	Great job.	R	3				
182520	184520	Now it's [id229]'s turn.	R					
184520	186520	Sorry, now it's your turn, [id230].	R					
186520	189520	What do you see in the box?	R					
189520	191520	Do you want to try and describe it?	R					
191520	198520	Use your words to tell [id229], help her now.	R					
198520	201520	Do you want to ask any questions to her, [id229]?	R					
201520	202520	Look at mine.	id229		L			Y
202520	205520	Oh, you can't show her, but you want to ask her?	R					
205520	211520	So mine has a little spike ball.	id229		L		a little spike ball	Y
		[nods]	id230		S			Y
211520	213520	Is it that one?	R					
213520	217520	All right. Why don't you press it if you think that's what it is?	R					
217520	218520	There you go.	R	4				
218520	221520	Great job.	R					
221520	223520	What do you see, [id229]?	R					
223520	226520	A star.	id229		S			Y
226520	229520	Do you want to use some more words to tell?	R					
229520	233520	You can't show her, but do you want to use some more words to tell [id230] what you see?	R					
233520	236520	It's a little fight star.	id229		S		a little fight star	Y
236520	240520	Do you want to ask him a question, [id230]?	R					
240520	245520	Do you want to try and tell her a few more words about what it might look like?	R					
245520	252520	It will look like in the square of a box.	id229		S			Y
252520	255520	You can guess when you think you know what it is.	R					
255520	258520	It will look like the up star.	id229		S		the up star	Y
258520	262520	It's okay if you get it wrong, [id230].	R					
262520	266520	Press it.	R					
266520	267520	That's okay.	R	5				
267520	272520	Smurphy has a lot more chances to guess.	R					
272520	275520	What do you see, [id230]?	R					
275520	278520	A wingman.	id230		S		a wing man	Y
278520	283520	Do you want to use some more words?	R					
283520	286520	Do you want to ask her a question, [id229]?	R					
286520	290520	I only have one of these. I have two of these.	id229		L			Y
290520	296520	One that doesn't have a triangle, and the other has a triangle.	id229		L		one that doesn’t have a triangle and the other has a triangle	Y
296520	298520	Do you want to respond to him, [id230]?	R					
298520	299520	No.	id230		S			
299520	301520	Why don't you take your...	R					
301520	304520	You want to repeat your clue that you gave at the beginning?	R					
304520	308520	Help him out with just a little bit more?	R					
308520	311520	Why don't you take your best guess, [id229]?	R					
311520	314520	It is...	id229		L			Y
314520	317520	Just take a guess, yeah, whichever one you think it is.	R					
317520	319520	Is it this one?	id229		L			Y
319520	322520	You can't show her. Let's use our words.	R					
322520	325520	Is it this one?	id229		L			Y
325520	327520	You can just guess.	R					
328520	332520	You can just press it if you think you know what it is.	R					
332520	333520	Yay!	id229		L			
333520	335520	Hey, great job.	R	6				
335520	337520	All right.	R					
337520	339520	I have the black box.	id229		S			
339520	341520	Yeah, it's your turn.	R					
341520	345520	It’s the stomp hero. Stomp stomp stomp stomp	id229		S		the stomp hero	Y
345520	348520	Do you want to ask him a question, [id230]?	R					
348520	350520	Or do you think you know which one it is?	R					
350520	352520	stomp stomp stomp	id229		S			
352520	353520	Then you can guess.	R					
353520	356520	stomp stomp stomp	id229		S			
356520	358520	If you think you know what it is, you can guess.	R					
358520	359520	stomp stomp stomp	id229		S			
359520	361520	Just press it, yeah.	R					
361520	362520	Yay!	R	7				
362520	365520	Great job, [id230].	R					
365520	368520	All right.	R					
368520	371520	Now it's your turn, [id230]. What do you see?	R					
371520	377520	it’s kind of straight thing,	id230		S		straight thing	Y
377520	379520	but at the bottom I got a turban	id230		S		at the bottom,  a turban	Y
379520	382520	at the top I got a diamond.	id230		S		at the top,  a diamond	Y
382520	384520	I think I know what it is	id229		L			Y
384520	388520	Hey, congrats.	R	8				
388520	391520	And now you can pass Smurfy to [id230].	R					
391520	394520	What do you see?	R					
394520	399520	I see something that has one triangle and a square.	id229		S		one triangle and a square one	Y
