start	end	text	speaker	trial	role	echo	description	backchannel
53280	56680	So today, we're gonna play a fun matching game.	R					
56680	59440	I'm just gonna make sure, all right,	R					
59440	61440	we're gonna play a fun matching game.	R					
61440	63040	But before we start that,	R					
63040	65440	we're gonna practice touching our iPads	R					
65440	69120	by playing a little game of popping bubbles, okay?	R					
69120	71360	So you guys wanna press the blue button for me	R					
72920	75160	and then just pop all the bubbles.	R					
75160	78640	Yeah, exactly like that.	R					
78640	80120	I did it	id228					
		me too	id227					
80120	82120	Are there more bubbles keep popping?	R					
84120	86240	You guys are so fast.	R					
86280	87880	Awesome.	R					
87880	90440	So now I'm going to explain the matching game.	R					
91760	95840	So each of you on your screen is gonna see two pictures.	R					
95840	98080	And today we're gonna help Smurphy.	R					
98080	100280	You guys wanna say hi to Smurphy?	R					
100280	101280	Smurphy says hi.	R					
102600	105080	So on your screen, you're gonna see two pictures	R					
105080	108040	and one of the pictures is gonna be surrounded	R					
108040	110560	by a black box, okay?	R					
110560	114760	And Smurphy's job is to guess which picture	R					
114760	118960	is in the black box and you guys get to help him, okay?	R					
118960	123800	So one of you on your screens will see the black box	R					
123800	126600	and that person is the teller.	R					
126600	129880	And the teller has to tell Smurphy	R					
129880	133680	which picture is in the black box with their words.	R					
133680	135360	But do we need your iPad?	id227					
135360	137160	We're gonna get there.	R					
137160	138000	It's gonna happen.	R					
138000	140640	I thought we weren't.	id227					
140640	142120	No, you will, you will.	R					
142120	144760	The other person will not see a black box	R					
144760	146960	and that person will be holding Smurphy.	R					
146960	148680	That person is the guesser	R					
148680	153280	and their job is to guess which picture is in the black box.	R					
153280	155920	And when that person is pretty sure,	R					
155920	159560	they're just gonna touch the picture that they think it is,	R					
159560	160400	okay?	R					
161240	164240	So we're gonna take turns guessing and telling.	R					
165240	168600	If you see the black box, what should you do?	R					
169320	171160	Guess, guess.	id227					
171160	173640	You're gonna tell, you're gonna tell the other person	R					
173640	175760	what's in the black box.	R					
175760	177760	If you don't see the black box	R					
177760	180280	and you're holding Smurphy, what should you do?	R					
182680	183520	Tell.	id227					
