start	end	text	speaker	trial	role	echo	description	on_topic
19000	22000	So today we're going to play a fun matching game,	R					
22000	24500	but first to practice touching the iPads,	R					
24500	26000	we're gonna pop some bubbles.	R					
26000	28500	So go ahead and press the blue button to start.	R					
31000	35000	All right, and then just keep tapping on the bubbles until there's none left.	R					
38000	40000	I did all of them.	id278					
40000	42000	Oh, it looks like there's still some left.	R					
48000	49000	Good job, friends!	R					
49000	53000	All right, let me take these back while I explain our game.	R					
53000	56000	So, who you saw in the picture was Smurphy.	R					
56000	58000	This is Smurphy, do you want to say hi?	R					
58000	59000	Hi, Smurphy.	id277					
59000	60000	Hi, [id277].	R					
60000	61000	Hi, [id278].	R					
61000	66000	All right, so today we're gonna help out Smurphy by playing the matching game.	R					
66000	70000	So on your iPads, you guys are both gonna see two pictures like this.	R					
70000	74000	Now, one of you is gonna see a black box around one of the pictures.	R					
74000	77000	You see how this one has a black box around it?	R					
77000	80000	So if you see this black box, you're gonna be the teller,	R					
80000	85000	and you're gonna help tell Smurphy and our other friend what we see inside the box.	R					
85000	87000	So this one, what do we see inside the box?	R					
87000	88000	Banana!	id277					
88000	91000	Banana, so you'd say banana.	R					
91000	93000	Now, oh, that's not touched the iPads just yet.	R					
93000	98000	Now, if you don't see the black box, you're gonna be holding Smurphy and you're gonna be the guesser.	R					
98000	101000	So the teller's gonna tell you what they see in the black box,	R					
101000	106000	and once you think you know, you're gonna tap on the picture that you think is inside the box.	R					
106000	111000	Now, if you guess incorrectly, you're gonna see a frowny face,	R					
111000	114000	but if you guess correctly, you're gonna see a smiley face.	R					
114000	119000	But it's okay if we get it wrong because we're gonna have a lot of different chances to help out Smurphy.	R					
119000	123000	So we're gonna take turns guessing and telling.	R					
123000	127000	So if you see the black box, what are you gonna do?	R					
127000	128000	Tap it.	id278					
128000	130000	No, we're not gonna tap it.	R					
130000	133000	We're gonna tell our other friend what we see inside the black box.	R					
133000	135000	So we'll say banana.	R					
135000	142000	But if we don't see the black box, then we're gonna tap the picture and guess which one it is.	R					
142000	143000	All right.	R					
143000	144000	Now, can you give us the ipads?	id277					
144000	145000	Yes.	R					
145000	146000	Are you guys ready to play?	R					
146000	147000	All right.	R					
