start	end	text	speaker	trial	role	echo	description	on_topic
30000	33000	So today, I'm going to have you play a matching game.	R					
33000	38000	But before we do that, I'm going to have you practice touching the iPads by popping some bubbles.	R					
38000	41000	So go ahead and press the blue button to start.	R					
41000	45000	And then just keep pressing the bubbles until there's none left.	R					
52000	55000	Yeah, because none left going mind bugging.	id259					
56000	58000	Oh, nice job.	R					
		You need to do	id259					
60000	62000	Oh, perfect.	R					
62000	64000	All right, let me take these back really quick.	R					
64000	67000	So I see you guys already saw our friend Smurphy.	R					
67000	69000	So this is Smurphy. Do you want to say hi?	R					
69000	71000	Hi.	id260					
		Hi Smurfy	id259					
71000	76000	All right, so, all right, let's sit back in our chairs right now.	R					
76000	80000	But we are going to help Smurphy.	R					
80000	83000	And Smurphy is going to need your help.	R					
83000	91000	So what's going to happen is that we're first going to see two pictures on your screen like this.	R					
91000	93000	So you're each going to see two pictures.	R					
93000	95000	I see an apple.	id259					
95000	96000	Yeah.	R					
96000	98000	I see a banana.	id260					
98000	99000	An apple and a banana?	R					
99000	100000	Yeah.	id260					
100000	101000	Yeah.	R					
101000	104000	And one of you is going to see a black box around with the pictures.	R					
104000	105000	A banana.	id259					
105000	108000	Yeah, see how the banana is inside the black box?	R					
108000	111000	So one of you is going to see two pictures with no black box.	R					
111000	114000	And one of you is going to see a picture with a black box.	R					
114000	117000	Now, if you see the black box, this means you're the teller.	R					
117000	120000	And you're going to help tell Smurphy what's in the black box.	R					
120000	122000	That's his job.	R					
122000	127000	Oh, something is, hey Smurphy, he's a banana in the black box.	id259					
127000	128000	Yes, exactly.	R					
128000	134000	And if you don't see a black box, you're going to be the guesser.	R					
134000	137000	And you're going to hold Smurphy and you're going to guess what's in the black box.	R					
137000	141000	So once you think you know what's in the black box, you can tap it.	R					
		Apple.	id259					
		Apple.	id260					
141000	144000	You can tap it like this on the iPad.	R					
144000	146000	Yes.	R					
146000	148000	Yes, exactly.	R					
148000	153000	Now, let's sit back down in our chair's friends.	R					
153000	156000	Oh, I'm sorry, not yet.	R					
156000	159000	I'm going to finish explaining the game first, okay?	R					
159000	164000	So if you see a black box, what are we going to do?	R					
164000	165000	Tell Smurphy.	id259					
165000	167000	You're going to tell Smurphy what you see in the black box, right?	R					
167000	168000	Banana.	id259					
168000	169000	Exactly.	R					
169000	172000	And if you don't see a black box, what are you going to do?	R					
172000	175000	Guess what's in the black box.	id259					
175000	178000	Yes, guess what's in the black box.	R					
		Apple.	id260					
178000	182000	Now, if you guess correctly, you're going to see a happy face.	R					
182000	185000	But if you guess incorrectly, you're going to see a sad face.	R					
185000	189000	But that's okay, because we're going to have lots of turns to help Smurphy.	R					
189000	196000	And we're going to keep taking turns of helping him and telling him what's in the box.	R					
196000	197000	Does that sound good?	R					
197000	198000	Yes.	id259					
198000	200000	All right, he gets started.	R					
200000	203000	All right, so press the blue button.	R					
203000	206000	All right, now which one of you has the black box?	R	1				
206000	207000	Me.	id260		S			
		Not me.	id259		L			
207000	209000	You, so you're going to help tell Smurphy.	R					
209000	214000	And so you're going to hold Smurphy and you're going to help him guess.	R					
215000	216000	Apple.	id260		S		Apple	
218000	219000	Apple.	id259		L			
220000	222000	Oh, let's use our words.	R					
222000	223000	So let's sit back down.	R					
223000	224000	Apple.	id259		L			
		Apple.	id260		S			
226000	227000	All right.	R					
229000	230000	Do you have it?	id260		S			
230000	233000	Oh, let's sit back down in our seats, [id260].	R					
233000	236000	Oh, sad face.	id259	2				
236000	238000	Oh, it's okay.	R					
238000	240000	[id260], let's sit back down in our seats.	R					
240000	241000	sad face? Yes, sad face.	id260		L			
241000	244000	Because we want to use our words to tell Smurphy what's in the box.	R					
244000	245000	Oh.	R					
245000	247000	All right, who has the black box now?	R					
247000	248000	Me.	id259		S			
248000	249000	Sad face.	id260	3	S			
249000	254000	Oh, let's not touch types of the iPads until we tell our friends what's in the box.	R					
254000	256000	So who has the black box?	R					
256000	257000	Not me.	id259		L			
257000	258000	Not you?	R					
258000	259000	Me.	id260		S			
259000	260000	It's [id260].	R					
260000	264000	So, [id260], why don't you tell [id259] and Smurphy what's in the black box?	R					
264000	265000	What do you see?	R					
265000	266000	Star.	Me.					
266000	267000	Star.	id260		S		Star	
267000	268000	Star.	id259		L			
270000	273000	Oh, let's not look at the iPads, [id259].	R					
273000	276000	Let's just use our words to guess.	R					
276000	277000	Star.	id260		S			
279000	280000	Yay.	R	4				
280000	281000	Happy face.	id260		L			
281000	282000	Happy face.	R					
282000	284000	Now [id260]'s going to guess.	R					
284000	285000	All right.	R					
285000	288000	So can you use your words to tell [id260] what you see in the black box?	R					
288000	289000	Oh, but I don’t know what that is.	id259		S			
291000	296000	You could just, any words, you could just tell them what shape you see, what you kind of see.	R			x		
296000	299000	I see a point. A point.	id259		S		a point	
301000	302000	All right.	R					
302000	307000	Now, [id260], now you can guess, take your best guess of which picture is in the box.	R					
307000	308000	I don't have a box.	id260		L			
308000	316000	Did you know I can see a big, big, so I saw, so I saw white lines.	id259		S			
		Look at.	id260		L			
316000	317000	I don't have a box.	id260		L			
317000	318000	And you don't have a box.	R					
318000	320000	Our friend, [id259] has a box.	R					
320000	321000	And he's trying to tell you what.	R					
321000	322000	It's so big.	id259		S			
322000	323000	It's so big.	id259		S			
323000	325000	I am pressing on it.	id259		S			
326000	328000	And make sure to stay in your seats, guys.	R					
328000	330000	Just make your best guess.	R					
330000	331000	Stop.	id260		L			
331000	335000	If you think it's not one, you could tap it.	R					
339000	340000	Sad face.	id260	5	S			
340000	341000	Sad face.	R					
341000	343000	But we have more turns to help Murphy.	R					
343000	345000	So now, [id260].	R					
345000	346000	Diamond.	id260		S		diamond	
346000	348000	There's a diamond.	R			x		
348000	349000	All right.	R	6				
349000	352000	Now it's [id260]'s turn to guess.	R					
352000	353000	All right.	R					
353000	354000	Can you?	R					
