start,end,text,speaker,trial,role,echo,description,backchannel
0,3000,"So, let me explain it to you.",I,,,,,
3000,5000,I will explain it,I,,,,,
5000,6000,So you listen to me.,I,,,,,
6000,8000,"But today we will be playing a matching game, okay?",I,,,,,
8000,11000,"Do you know what a matching game is, [id19]?",I,,,,,
11000,13000,Match the thing that you find.,id19,,,,,
13000,15000,"Kind of, yeah.",I,,,,,
15000,16000,So today you will too.,I,,,,,
16000,17000,Matching.,I,,,,,
17000,18000,Yeah.,I,,,,,
18000,19000,Matching game is like little game.,id19,,,,,
19000,20000,Uh-huh.,I,,,,,
20000,21000,You two will be playing it together.,I,,,,,
21000,22000,And this is Smurphy.,I,,,,,
22000,25000,And Smurphy really wants to play the matching game today.,I,,,,,
25000,28000,"And specifically, you will help Smurphy.",I,,,,,
28000,29000,Yes.,I,,,,,
29000,30000,Okay?,I,,,,,
30000,34000,So you two will see two pictures on your screens.,I,,,,,
34000,39000,But only one of you all will have one picture in a black box.,I,,,,,
39000,42000,"If you have Smurphy, you will be the guesser.",I,,,,,
42000,45000,And you will guess what you see in the black box.,I,,,,,
45000,49000,"Wait, so if in the box you have Smurphy?",id20,,,,,
49000,50000,You won't have Smurphy.,I,,,,,
50000,52000,But you'll have a lot of other things.,I,,,,,
52000,53000,And so if you don't-,I,,,,,
53000,54000,"Wait, wait.",I,,,,,
54000,56000,If you have Smurphy in the box.,id20,,,,,
56000,58000,You won't have Smurphy in the box.,I,,,,,
58000,61000,You will have a picture in the box.,I,,,,,
61000,62000,Okay?,I,,,,,
62000,64000,"Hey, look.",id20,,,,,
64000,65000,Yeah.,I,,,,,
65000,68000,"And if you don't have Smurphy, you will be the teller.",I,,,,,
68000,71000,And you will tell us what you see in the black box.,I,,,,,
71000,74000,I'm probably going to be the teller.,id20,,,,,
74000,75000,Uh-huh.,I,,,,,
75000,77000,Once you touch the screen.,I,,,,,
77000,79000,I'm probably going to be the teller too.,id19,,,,,
79000,80000,Yeah.,I,,,,,
80000,81000,You guys will take turns.,I,,,,,
81000,84000,"Once you've made your choice, you just touch the screen once.",I,,,,,
84000,85000,And that's it.,I,,,,,
85000,86000,And then you will see-,I,,,,,
86000,87000,How?,id19,,,,,
87000,88000,Yeah.,I,,,,,
88000,89000,And then you will see one picture.,I,,,,,
89000,91000,If it is a smiley face.,I,,,,,
91000,92000,Great.,I,,,,,
92000,94000,You help Smurphy find the good match.,I,,,,,
94000,97000,"But if you see a sad face, it wasn't a match.",I,,,,,
97000,99000,But you can always try again next time.,I,,,,,
99000,100000,Okay?,I,,,,,
100000,101000,Okay.,id19,,,,,
101000,102000,Do we have any questions?,I,,,,,
102000,103000,No.,id20,,,,,
103000,104000,No.,id19,,,,,
104000,105000,Okay.,I,,,,,
105000,108000,Let's keep our hands to ourselves for the moment so that I start this game.,I,,,,,
108000,109000,Okay?,I,,,,,
109000,110000,Are you guys ready?,I,,,,,
110000,111000,Yeah.,id19,,,,,
111000,112000,Okay.,I,,,,,
112000,113000,Let me turn it on.,I,,,,,
113000,116000,Give me one second.,I,,,,,
116000,119000,How are you guys feeling today?,I,,,,,
119000,120000,Good.,id20,,,,,
120000,121000,How are you feeling?,I,,,,,
121000,122000,"No, I'm turning it on.",I,,,,,
122000,125000,Why are you not turning it on?,I,,,,,
125000,126000,Turn it on.,I,,,,,
126000,127000,Okay.,I,,,,,
127000,128000,Give me one.,I,,,,,
128000,129000,Sorry.,I,,,,,
129000,130000,Give me one second.,I,,,,,
130000,131000,Okay?,I,,,,,
131000,136000,Let me just quickly do it.,I,,,,,
136000,141000,So I will do.,I,,,,,
141000,142000,Okay?,I,,,,,
142000,145000,I'm trying to do the pass code.,I,,,,,
145000,148000,"Let's not touch anything, right?",I,,,,,
148000,149000,Yeah.,I,,,,,
149000,150000,Okay.,I,,,,,
150000,152000,Can I touch the two arrows?,id19,,,,,
152000,153000,Not yet.,I,,,,,
153000,161000,Because we have to wait because [id20]'s iPad is still unavailable for the moment.,I,,,,,
